Designation (and name)     Prov. Des.  Ln      q       Q      H     Epoch      M     Peri.  Node    Incl.   e      a      Opps.     Ref.
                           2014 WK222  L5    4.850   5.562  14.5   20201217  201.89  343.6   54.5    4.3  0.068   5.206     8     MPO544302
                           2014 WK225  L5    5.123   5.351  14.3   20201217  184.33   21.6   38.2    4.8  0.022   5.237    10     MPO544303
                           2014 WM276  L5    4.897   5.469  14.5   20201217  282.27  108.3  219.1   14.5  0.055   5.183     5     E2020-OA3
                           2014 WO302  L5    4.701   5.577  13.9   20201217  247.00   90.7  247.6   26.4  0.085   5.139     6     MPO520088
                           2014 WE306  L5    4.826   5.575  14.5   20201217  185.95  141.9  271.6   19.1  0.072   5.200     4     MPO499964
                           2014 WF347  L5    4.539   6.017  14.8   20141119   51.9    59.0  293.2   11.6  0.140   5.278  (  5d)   MPO322427
                           2014 WO358  L5    5.003   5.362  13.9   20201217   57.48  243.0  295.8    8.4  0.035   5.182     8     MPO554592
                           2014 WD362  L5    4.822   5.501  14.0   20201217  353.51  211.7   53.4   15.1  0.066   5.161     2     MPO399525
                           2014 WV364  L5    4.857   5.651  13.5   20201217  314.46  188.4   97.8   14.7  0.076   5.254    10     MPO554592
                           2014 WL369  L5    4.809   5.653  13.2   20201217  336.64  251.8   11.9   24.3  0.081   5.231    10     MPO550236
                           2014 WZ373  L5    4.837   5.513  14.0   20201217  106.08  105.1   46.5   17.7  0.065   5.175     6     MPO477773
                           2014 WA377  L5    5.184   5.492  14.4   20201217  280.90   68.6  250.7    8.5  0.029   5.338     5     E2020-O05
                           2014 WN379  L5    4.682   5.552  13.9   20201217  280.76  268.7   52.6   26.3  0.085   5.117     7     E2020-O85
                           2014 WY383  L5    4.791   5.622  14.1   20201217  288.97  252.8   55.6   18.1  0.080   5.206     9     E2020-OA3
                           2014 WC386  L5    4.709   5.718  14.4   20201217  182.83  215.5  210.2   14.0  0.097   5.213     6     MPO545949
                           2014 WM386  L5    5.008   5.539  14.3   20201217  357.11   41.4  208.0   15.2  0.050   5.273     8     E2020-OA3
                           2014 WW386  L5    4.920   5.389  14.4   20201217  169.54  257.4  189.5    7.8  0.046   5.154    10     MPO554592
                           2014 WC387  L5    4.995   5.481  14.3   20201217  181.14  251.6  178.6    9.0  0.046   5.238     9     MPO554592
                           2014 WG402  L5    4.779   5.629  14.0   20201217  226.68  301.2   72.2   23.6  0.082   5.204     6     MPO554593
                           2014 WP405  L5    4.602   5.758  13.7   20201217  276.01   78.8  252.4   24.8  0.112   5.180     2     MPO554593
                           2014 WP415  L5    4.930   5.593  13.9   20201217  218.53  283.2  106.3   21.3  0.063   5.262     5     MPO554593
                           2014 WM444  L5    4.989   5.631  14.1   20201217  292.56  254.7   56.7   12.6  0.060   5.310     5     MPO554593
                           2014 WU456  L5    5.108   5.297  14.2   20201217  213.20  170.6  221.7   12.6  0.018   5.203     6     MPO554594
                           2014 WF463  L5    4.910   5.430  14.2   20201217   32.07  339.0  243.6   20.0  0.050   5.170     5     E2020-OA3
                           2014 WS465  L5    4.831   5.692  14.0   20201217  207.73  338.3   54.1   15.1  0.082   5.262     8     MPO554594
                           2014 WE466  L5    4.647   5.659  15.0   20201217  223.10  135.6  248.6   10.3  0.098   5.153     3     MPO369253
                           2014 WO471  L5    4.758   5.531  14.3   20201217  307.69   55.7  242.8   17.6  0.075   5.145     4     E2020-O05
                           2014 WC472  L5    4.715   5.711  13.7   20201217  209.28  271.7  122.7   10.1  0.095   5.213    15     MPO545951
                           2014 WK472  L5    4.830   5.682  14.1   20201217  248.02  168.4  181.7    9.3  0.081   5.256     9     E2020-OA3
                           2014 WD511  L5    4.916   5.476  14.4   20201217  350.64  199.8   58.3   25.1  0.054   5.196     4     MPO554595
                           2014 WE511  L5    4.184   6.266  14.8   20201217  198.64  319.3   83.9    8.6  0.199   5.225     4     MPO416009
                           2014 WG511  L5    4.433   5.961  14.6   20141119   60.6   260.3   89.0   10.6  0.147   5.197  ( 22d)   MPO419488
                           2014 WH511  L5    4.778   5.410  14.5   20141209   55.9   310.9   58.1   28.0  0.062   5.094  ( 58d)   MPO419488
                           2014 WJ511  L5    5.171   5.264  14.4   20201217  345.69  155.1   97.4   12.3  0.009   5.218     7     E2021-B84
                           2014 WK511  L5    4.742   5.508  14.2   20201217  262.19  197.7  121.7   10.3  0.075   5.125     7     MPO544327
                           2014 WL511  L5    4.673   5.701  14.6   20141119   19.5   181.3  228.8   20.3  0.099   5.187  (  5d)   MPO419488
                           2014 WO511  L5    4.888   5.688  14.1   20201217  202.10  316.4  101.2   23.3  0.076   5.288     5     MPO554595
                           2014 WE535  L5    5.028   5.595  13.5   20201217  261.59  225.5  113.3   24.5  0.053   5.312     7     MPO554595
                           2014 WB546  L5    4.628   5.765  14.4   20201217   44.19  150.1   63.0   25.3  0.109   5.196     5     MPO554596
                           2014 WM556  L5    5.061   5.296  14.2   20200531  161.75  345.7   95.9   20.6  0.023   5.178     6     MPO562595
                           2014 WN556  L5    4.765   5.512  13.9   20201217    1.28  341.5  275.2   19.0  0.073   5.139     5     MPO554596
                           2014 WC561  L5    4.893   5.512  14.1   20201217   54.91  276.7  280.5   19.1  0.059   5.203     3     MPO545953
                           2014 WX562  L5    4.728   5.774  14.2   20201217  243.77  188.0  168.4   18.9  0.100   5.251     2     E2020-E12
                           2014 WL564  L5    4.783   5.543  14.4   20201217  306.97  178.3  118.5   32.5  0.074   5.163     5     MPO545953
                           2014 WM565  L5    4.870   5.606  14.4   20201217  255.18  291.2   50.3   33.3  0.070   5.238     2     E2020-N26
                           2014 WW568  L5    4.553   6.011  14.3   20201217  314.60  166.9  112.0   11.3  0.138   5.282     5     E2020-O85
                           2014 WY569  L5    5.109   5.339  14.3   20200531  255.26   47.4  284.0   12.7  0.022   5.224     5     MPO562595
                           2014 WT570  L5    4.729   5.826  13.9   20201217  338.85  165.5  102.9   20.5  0.104   5.277     4     E2020-OA3
                           2014 WZ570  L5    5.065   5.342  14.4   20201217  249.71  255.8   95.7   13.8  0.027   5.203     5     E2020-O85
                           2014 WD573  L5    4.890   5.597  14.2   20201217  263.52  240.3  100.6   28.8  0.067   5.243     5     E2020-O85
                           2014 WE573  L5    5.045   5.279  14.4   20201217  270.83  227.6  100.0   30.6  0.023   5.162     5     E2020-O05
                           2014 WV573  L5    5.150   5.361  13.9   20201217  259.14  241.7   98.3   31.2  0.020   5.256     6     E2020-O71
                           2014 WC574  L5    5.040   5.547  13.9   20200531  277.87  180.8  140.2   27.7  0.048   5.293     8     MPO555515
                           2014 WD574  L5    4.361   5.944  13.8   20200531  291.68  217.5   84.1   20.7  0.154   5.152     6     MPO555515
                           2014 WE574  L5    4.787   5.481  14.3   20200531  270.63  229.1   93.1   29.1  0.068   5.134     3     MPO555516
                           2014 WG574  L5    5.040   5.416  14.0   20200531   58.50  120.2   45.4   26.6  0.036   5.228     7     MPO555516
                           2014 WK574  L5    4.932   5.601  14.0   20200531  356.86  349.8  250.4   24.1  0.064   5.267     3     MPO555517
                           2014 WN574  L5    4.989   5.414  13.8   20200531  176.89  182.1  240.4   22.1  0.041   5.201     6     MPO555517
                           2014 WO574  L5    4.986   5.388  14.0   20200531  202.24  294.9   87.8   22.1  0.039   5.187     5     MPO555517
                           2014 WQ574  L5    4.899   5.429  14.2   20200531   71.11    8.3  154.0   15.6  0.051   5.164     8     MPO555518
                           2014 WS574  L5    5.098   5.641  14.3   20200531  259.35  304.1   19.9    4.3  0.051   5.370     7     MPO555518
                           2014 WQ575  L5    5.013   5.498  14.5   20201217  309.94   52.4  245.9   12.4  0.046   5.255     6     MPC xxxxx
                           2014 WT575  L5    5.087   5.389  13.7   20201217  318.35   27.2  259.0   19.7  0.029   5.238     6     E2020-U88
                           2014 WC576  L5    4.814   5.388  14.5   20201217  266.16  230.1  118.5    5.6  0.056   5.101     8     E2020-UQ6
                           2014 WO578  L5    4.768   5.541  14.0   20201217  277.96  223.2   98.1   28.9  0.075   5.155     5     E2020-UQ6
                           2014 WP578  L5    4.769   5.534  14.6   20201217  185.83  305.6  116.0    9.8  0.074   5.151     7     E2020-UO8
                           2014 WQ578  L5    4.926   5.652  14.4   20201217  314.93   54.6  232.5   28.1  0.069   5.289     3     MPC xxxxx
                           2014 WY578  L5    5.142   5.537  14.2   20201217  305.11  235.7   65.0   28.7  0.037   5.339     3     MPC xxxxx
                           2014 WG579  L5    4.900   5.523  14.1   20201217  317.30   35.3  239.1   10.4  0.060   5.212     7     MPC xxxxx
                           2014 WC580  L5    4.870   5.568  14.5   20201217   27.56  186.8   40.9    5.0  0.067   5.219     8     E2020-V01
                           2014 WF580  L5    5.120   5.165  14.4   20201217  145.41  214.9  252.8   20.5  0.004   5.142     2     E2020-V01
                           2014 WJ580  L5    5.140   5.421  14.6   20201217    7.05  152.7   85.6   19.0  0.027   5.280     4     E2020-V02
                           2014 WK580  L5    4.992   5.411  14.4   20201217  281.49  241.0   80.9   26.6  0.040   5.202     4     E2020-V02
                           2014 WK583  L5    4.870   5.631  14.4   20201217  298.67   23.5  283.1    9.0  0.072   5.250     7     MPC xxxxx
                           2014 WN584  L5    4.910   5.431  14.2   20201217  215.69  289.3   91.6   26.3  0.050   5.171     4     MPC xxxxx
                           2014 WP584  L5    4.900   5.526  14.2   20201217  239.26  294.6   76.1   20.0  0.060   5.213     5     MPC xxxxx
                           2014 XN     L5    4.822   5.592  14.2   20201217  198.73  103.6  302.9   18.2  0.074   5.207     7     MPO545953
                           2014 XU5    L5    4.757   5.611  13.6   20201217  287.15  279.0   31.9   16.5  0.082   5.184    10     MPO554597
                           2014 XE7    L5    5.067   5.429  13.6   20201217  170.09  179.8  266.2   24.2  0.034   5.248     5     MPO477774
                           2014 XF7    L5    4.909   5.424  13.6   20201217  333.12   10.1  275.6   27.9  0.050   5.167     5     MPO554597
                           2014 XJ7    L5    4.701   5.552  14.0   20201217  254.36  275.1   85.0   29.2  0.083   5.126     6     MPO554597
                           2014 XP9    L5    4.793   5.643  13.8   20201217  235.04  293.9   70.6    9.0  0.081   5.218     9     MPO554597
                           2014 XH16   L5    4.838   5.408  14.1   20201217  272.74  267.2   75.2   14.5  0.056   5.123     8     MPO554597
                           2014 XP20   L5    4.586   5.717  14.2   20201217  201.88  357.1   41.3   14.5  0.110   5.152     8     MPO554597
                           2014 XV35   L5    4.575   5.741  14.3   20201217  278.86  245.2   84.9    8.8  0.113   5.158     8     E2020-OA3
                           2014 XT39   L5    4.887   5.455  14.4   20141209   96.3    71.1  264.1   26.7  0.055   5.171  ( 54d)   MPO327213
                           2014 XZ39   L5    4.807   5.553  13.2   20201217  262.14   79.6  248.8   26.0  0.072   5.180     7     MPO473357
                           2014 XD40   L5    5.111   5.397  13.5   20201217   42.37  320.7  251.2   24.9  0.027   5.254     8     MPO554598
                           2014 XG40   L5    4.875   5.452  13.8   20201217  257.98  103.4  250.9   29.1  0.056   5.163     3     E2020-OA3
                           2014 XK40   L5    4.300   6.112  14.1   20201217  226.46  292.0   83.6    4.4  0.174   5.206    11     MPO545953
                           2014 XM40   L5    4.530   5.835  14.4   20201217  240.32  251.6  115.6    2.7  0.126   5.182     6     MPO545953
                           2014 XC41   L5    5.141   5.347  14.0   20201217  307.78   24.5  291.7   30.4  0.020   5.244     5     MPO441074
                           2014 XQ44   L5    4.642   5.639  13.8   20201217  320.65  222.5   74.5   30.6  0.097   5.141     5     MPO554598
                           2014 XG48   L5    4.952   5.378  14.0   20201217  248.69   72.0  285.8   28.4  0.041   5.165     3     E2020-DA3
                           2014 XG49   L5    4.597   5.763  14.5   20201217  218.86   35.7  347.4    9.5  0.113   5.180     3     E2020-O85
                           2014 XB50   L5    4.975   5.358  13.9   20201217  261.67  222.4  110.4   30.5  0.037   5.167     5     E2020-O85
                           2014 XL50   L5    5.064   5.453  14.2   20201217  237.15  253.1   98.3   28.4  0.037   5.258     5     E2020-O85
